INFO 2026-05-13 01:19:33,054 autoreload 23740 7000 Watching for file changes with StatReloader
INFO 2026-05-13 01:27:51,556 log 23336 18612 "GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
INFO 2026-05-13 01:27:51,564 log 23336 4488 "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
INFO 2026-05-13 01:27:51,565 log 23336 18492 "GET /static/admin/js/SelectBox.js HTTP/1.1" 304 0
INFO 2026-05-13 01:27:51,569 log 23336 2604 "GET /static/admin/js/actions.js HTTP/1.1" 304 0
INFO 2026-05-13 01:27:51,573 log 23336 3720 "GET /static/admin/js/urlify.js HTTP/1.1" 304 0
INFO 2026-05-13 01:27:51,574 log 23336 18612 "GET /static/admin/js/SelectFilter2.js HTTP/1.1" 304 0
INFO 2026-05-13 01:27:51,575 log 23336 4488 "GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
INFO 2026-05-13 01:27:51,578 log 23336 18492 "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 304 0
INFO 2026-05-13 01:27:51,579 log 23336 22456 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-05-13 01:27:51,584 log 23336 22456 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
